load,temperature,humidity,wind,pressure
50.49671415301123,17.771837283533824,65.87407028792846,5.32183519002277,1011.6572529610802
52.637036461922975,21.326328783549627,50.97900721899412,4.218642304383054,1011.5724010677226
56.02557739474954,23.11587963285151,59.10832565647693,5.691356381080525,1015.8508118647459
59.16684234436577,25.9750761743832,60.91134464412641,4.409638308194669,1016.72882732772
59.17097061635381,28.23195341642201,61.5699659537599,5.749555037445129,1011.1422350831797
60.35425293465051,31.33356723555345,62.76159635201955,4.725888524619279,1011.6620111351206
62.718502124452634,29.357681922588593,65.2774084386106,3.2789528743703373,1015.2850456390083
61.737715583503984,26.488006849351496,62.41115325579845,4.017583759519063,1014.0670399862848
59.65916853990835,30.94038973083471,61.10726033339064,4.569585291312715,1014.3528562106418
59.28172664655977,25.396887544635398,61.2648438962532,6.368189023748577,1014.7932025897061
56.356706813363466,24.882559145790744,60.595831233472175,5.901143630529225,1012.5185356765119
54.11461970700288,23.481263464906633,67.93663686483174,6.623861412322142,1013.6599398499803
52.42463548076381,20.399220836805565,61.10619499379302,6.653635216029858,1013.5043843013962
47.77923461469762,19.600168644017742,68.90654182777185,4.465249195409085,1011.283016799509
45.721759335172344,15.95800628678552,65.09499541129935,4.81151314024117,1013.6301818864314
45.013239021485674,11.206313028740311,62.714046730872724,4.588720075669461,1015.4754213922994
43.11104508762731,15.696870310138937,68.72523665935688,4.328489394698924,1012.3317335223132
43.64592943275419,10.729408663785783,62.30093223211942,3.1585052906635416,1013.3051384974818
42.1776189905001,9.705319546756987,69.4258182222284,4.985252281983158,1013.4134178320218
42.13239152698424,12.268592583220457,67.58650471874013,3.7144344062888894,1012.4306708991295
46.289418782034595,11.83864785401576,63.820103932249594,4.965828118465673,1014.3538024753888
46.2373583061594,13.727388574013176,69.71424188853827,7.115770809562985,1011.63986873749
48.747494129621664,19.98436799720137,70.06346734674146,4.4906549036692915,1015.6652910373919
49.70667741040715,16.86156669246469,73.36731526050431,5.194774005628068,1014.2524111232644
53.34419005903354,19.364478211965206,72.64904988672679,5.906648385809283,1011.1264627986542
56.74151656171766,22.82134747505014,70.5023479012981,5.280291291965907,1016.3960193697725
57.91859626137271,27.143031871162076,62.62443298711613,5.2924841879422955,1013.3362029225232
61.71916948291956,24.057999751484676,80.71017693315312,4.6375975663119196,1011.5541049655299
62.36183487006422,24.72914225489137,61.642172982485334,4.7681220249387675,1015.2091090499824
63.78156771130095,28.485027721650386,73.58746980645763,4.039989477812171,1013.9893430388961
63.8731787710684,26.732154081881426,71.16610776345568,5.846045008889408,1009.4560805915319
66.25282517176916,28.80959556783941,63.294910696294195,3.258508343385904,1011.9486793655122
63.316050379507715,29.66525343010297,68.68723279204954,5.971088338382202,1013.5581946744431
60.662407791653855,25.289570084760946,69.04506887186047,3.5963016152547578,1008.6808666447147
60.68698898125526,22.146346846437314,76.08364163691404,5.962607274076652,1013.1701401707747
56.10819652540481,22.726864774455905,66.09270376148963,4.646182473787819,1013.3159587454105
55.120199536072825,21.725086969230343,68.43955408969646,3.7681313118669197,1010.6330162352483
50.203234528188396,14.021862671941573,58.14531670722657,5.5792986450796365,1013.5412897725199
48.509548207468136,16.640464796611976,78.56212222786917,5.9287675350757745,1013.01492767825
48.13292703324126,14.563544595611187,64.58478088383207,4.561921351896463,1010.61741178823
47.15758685868803,13.247916166468869,71.60659229300768,5.720610548678933,1014.8391210937257
45.54655601939109,12.777702166852695,69.48596789927467,2.7149155053306497,1014.6757075895356
44.89329770292975,14.404027849319231,69.5099951660833,3.6794037102534,1012.4205258262953
45.02552171590911,9.628557639871206,74.04231697223837,6.292408930468729,1012.6028373532164
44.70791430935675,11.558889122311326,78.32835027332997,4.776330725802084,1014.4525278751906
47.11984811788775,12.096055321638477,71.19459044864237,3.1377866735511524,1012.5986737137764
49.45400771704199,15.003953689511608,73.16369835040392,4.301133819558006,1009.1381835989597
53.52833588896232,20.477556260247415,71.47012241596809,4.07659952747492,1013.9738731147999
55.283097335436985,17.30997103213866,74.83693624147136,4.834038268527075,1011.373481358523
55.46546115683808,20.866091106694046,67.34467636545905,4.629249016192353,1012.2203138911648
60.1670378269051,27.75436187300913,74.93268082994348,5.178931728938161,1015.915741135903
61.38233456440026,29.111140825669644,74.99133263132059,4.930533948387425,1012.7320430519824
62.576689040046155,27.933990744210234,74.7214225298566,6.359739255037018,1013.0034698717477
64.9603476756588,31.36806226513212,65.86488322201738,5.424548599719669,1014.0193345509272
65.70034385393846,30.682431684984067,68.16800050783824,5.457671611193586,1014.010667887748
65.165058481427,32.65980748089266,70.03848887894827,6.165157123894522,1011.1616044652444
62.06320228208567,28.80927322549794,61.806043813699354,4.611231249570419,1012.8794029689312
60.98050775040405,29.12233203961065,76.44184303271291,3.738122556641515,1013.0723050558516
59.5388200606364,30.28402382098524,68.20100507564906,6.206970324632249,1013.5440537932576
57.75803939900511,23.784388761120145,69.46561723569029,5.1358417481081124,1013.5784438818332
53.389180339597466,20.098656331589712,64.93329262604429,5.139351207898929,1018.1748824575549
51.01863312623401,18.85670351941676,60.94532943461941,4.366670078469763,1010.6482804588255
47.421175865833135,14.26943828359224,64.31036929092441,4.383144666896422,1014.960183240396
45.11445721242072,17.704867599183988,68.16708875003341,5.846722338770844,1015.3667516116661
45.71293220008558,11.699888037547586,70.16887144147766,5.98465579813761,1013.985567947847
45.207448500497556,9.794875096658293,67.33183181579481,5.783823405746658,1011.6993692102538
43.066771698777345,8.328621989959927,67.96851809979708,5.792961605445475,1016.3293360605353
44.5118409017594,12.535182120322192,64.25306998232813,5.569029537259759,1008.6160342705195
44.61228275072461,13.074120787811093,68.11444341186335,5.1315227300781565,1011.6334666055643
44.86938413738889,11.934223445306328,72.73448509708291,4.824620315679019,1015.3433643944456
47.95835648588485,16.152902690244844,68.52394721219494,6.210323849941553,1012.259776793155
51.588992602748036,14.394697612549091,68.72039572399532,4.626279129509566,1016.1929290496004
52.16328236124846,20.369941150146307,65.80891938770874,5.369979213880747,1009.9763905106432
56.46804345296318,23.49370315517857,56.4831448951994,4.1959870020457535,1010.775796212104
53.77028988901546,28.414659619118435,58.430077590507736,4.3407009631495495,1011.936723659746
59.732385780486375,25.529430206408097,65.57716962287088,4.763845432142774,1013.834798555073
60.27522074784303,26.103548780239727,62.892856484308616,4.196061623272836,1012.5559596992399
60.63669866672636,27.868402341040596,64.78740488338936,5.7978518254783005,1012.0192014948751
61.26080863841783,27.32686299937016,70.60732642878351,3.6519657484549706,1015.8407928621971
58.25833098702479,32.33257297840865,65.48929606777581,5.099229623381073,1016.0268899507784
59.18302134968099,31.75753262789246,67.78485369047586,5.132508096842181,1012.1712404685849
58.09885729026372,27.711500967763147,61.59305170838673,3.189200421680319,1009.5804643853406
57.18709568867697,27.442589891370332,56.711222548442045,4.558976179476391,1008.6850323416253
52.19389553751983,22.856107212185666,60.084581146691555,5.255699538048143,1013.4785802295607
49.068670538201076,19.809776704598477,55.97624093140431,5.428727993294068,1014.3119112444376
46.662154105780594,16.745734310867263,67.41756284109898,4.795692791399834,1013.1259955711571
45.7755538574459,14.379218017244881,63.20465444681311,5.676888204480715,1012.8581837858385
42.81063048581341,9.833329075516486,61.48291772210832,4.890683742763959,1011.3909147706119
39.99595153860482,11.868255489370302,64.68929334937877,5.013652912075057,1014.3099595878276
40.07942114005083,10.26007391668123,48.04060185575473,5.251653868986554,1016.3563707577978
39.05058557361767,11.490721448155751,60.715480417150154,5.926999628734169,1008.5662446453289
40.27363298652761,10.527788729986533,50.85858062745293,4.324281997584468,1012.8449976224246
39.054079425215654,11.014338559017412,57.01616976356265,4.513178127481702,1011.0593033011728
40.922909142908374,11.18654612811925,55.13867141811226,4.331103508270785,1010.0190680118923
42.73939652256642,15.14430647364352,59.65527281682079,4.667802283858067,1010.7400482584312
43.661673652343005,18.888284010607126,57.14201620160737,6.426234258079765,1013.7593457113688
48.24307267017878,17.71332201783227,62.38674847688336,5.572725319329822,1013.8099243951823
50.62225565692396,22.763137958386654,52.31782791260632,3.868910254831158,1015.9205755223496
52.55531671917944,25.466085903058953,58.54557194816642,4.399553034411325,1013.017563094291
54.17010213924659,25.634938244628948,55.49079531934079,5.372767224276402,1009.4835567402608
54.1390005653098,27.484541428028393,46.19034806900602,4.09349221906723,1012.523660915248
56.218256343812136,30.12047996042311,49.46871585164982,4.274659959185243,1010.2272418555684
56.507183759607145,27.733157963414754,53.01571181380183,6.344959666174149,1010.586408227156
55.44946918043787,30.359105693389473,59.038588136677426,4.386624371526813,1014.161118116813
55.11003480400136,26.869545290525984,55.51688791007638,5.954666816029387,1013.3883618111888
54.09334253473978,29.196775197931895,47.091428068730956,6.255323189530938,1014.1751311908706
53.75069147244762,29.675655490776602,51.96790014146594,4.266537908831036,1012.2850143054566
49.07091311490749,20.866676847621594,62.50931501251062,4.110037443442859,1014.5810591268507
46.46860094115008,21.06841572474936,52.73780184952399,4.723867913518835,1012.1731942034198
43.349577679626634,15.958325739210784,50.31739432697134,3.911372279326375,1015.2333656654845
38.503576308382684,17.08190834759556,54.196310460621156,5.121033878502742,1013.6892778789431
38.7173116620287,10.398415369964097,55.34972340562701,4.794348088146614,1012.5860062590308
37.141845881283736,12.30091947901105,49.058904224755324,5.360580015886302,1013.4241860883521
39.09933627491627,8.594763803330613,53.67171993681109,6.396943456232821,1012.9642785980502
35.30789262494614,9.586030821803263,49.34586383762176,5.8174849807703195,1016.1922130306258
36.198973767992655,8.278691186814708,54.431015450447426,5.489239775412356,1013.4908752451576
36.69915400888591,12.984446903947122,51.53972830341438,3.0339515870320817,1012.996774655211
36.776665853714945,11.254971479255337,52.971005832180786,5.443375982102375,1012.5230182858984
41.74186982063013,16.10392851866365,46.648354211301076,6.722627660704549,1014.68636843849
43.604345974025065,16.7236134924501,46.234309816745025,1.9894774836864833,1014.415826678107
46.19971750369032,19.771055256402228,54.97820740147874,5.6893825429756255,1012.4523167393747
46.5678580816076,22.883702265825466,49.777353360739646,4.840641425243536,1010.6887169707544
51.92144778678512,23.47635065668229,51.53686544824552,4.150204996977055,1011.1960637232432
50.35775074078053,27.49180203894722,48.530900765634975,5.801128583911954,1012.6316749209157
54.49358444859309,31.7209231665532,54.52159589825642,6.7097059006073305,1015.6978550122382
57.556525171337924,28.103068691225253,46.96794305196772,5.775230728837753,1012.4996467415061
53.78067903311824,32.34362028654769,49.321993800495584,4.628808048738474,1011.8117527800689
53.99199946953035,32.65545352986624,53.93695701563168,4.056530175591844,1009.4785613735027
53.86764208750408,27.027944059788314,55.89280052400953,5.144627633789543,1016.0270828712046
51.51218671974084,24.160958601684385,47.44408144593416,5.873169292381588,1014.1380562919629
48.10096222363161,25.603921800343535,59.910111647528126,4.612946973766272,1014.5920199400117
47.830303944591414,21.493375405491456,51.7405437361352,4.709617008349204,1014.9233761038588
43.803398570965044,23.737206438325984,45.03607956913808,7.822000249838398,1012.6705395424821
43.26839011542182,17.48142462997449,52.18600198005915,6.0786519459597255,1013.1691812674951
39.084236954035006,13.39560118392966,48.5292758697213,6.150128678393632,1015.9772038839039
40.31122486700993,10.634613166111105,52.73150913283221,3.539714093941188,1013.3591617786383
35.72387182346809,13.51955588033727,50.47698127525627,4.29281132070654,1014.175050580128
35.402489126878066,9.19837378894094,51.20574589225096,5.074681639454239,1014.741101434401
36.636589856474345,10.087657598920856,46.43234443804508,3.9988624421148504,1014.2858626648452
34.364686660010925,12.252347227334273,56.1091522185357,6.600397298889295,1012.743661659467
37.3803457343425,10.371229258293951,45.55910912640045,6.4103123065906455,1012.9322323143722
40.49649030867918,12.837074530654162,45.98893353069218,4.466454662615947,1014.5552808759519
38.808416964539845,14.966863180354983,53.574414002577484,6.783918606607485,1014.5520057198695
43.705479095356615,18.778458572006947,59.96824343822317,4.995747903280058,1015.3364651980389
46.50840674742653,21.181488671020638,50.418719689997666,7.589389717389048,1014.1021939666197
49.911881935155435,22.14796298851555,55.9251443820653,5.144686130525036,1014.1932112271841
